Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-04-10,316.96,317.481,309.367,311.94,1035000,0.0,0.0
2018-04-11,310.959,316.033,310.419,311.859,794700,0.0,0.0
2018-04-12,314.0,318.075,313.838,316.717,696700,0.0,0.0
2018-04-13,318.093,318.453,313.721,315.412,722600,0.0,0.0
2018-04-16,317.706,318.462,315.502,316.447,841400,0.0,0.0
2018-04-17,317.445,320.279,314.827,319.407,1245400,0.0,0.0
2018-04-18,321.278,323.374,318.561,321.8,626200,0.0,0.0
2018-04-19,321.881,323.761,320.441,322.087,676900,0.0,0.0
2018-04-20,323.401,323.401,319.038,320.198,653200,0.0,0.0
2018-04-23,320.873,322.852,317.652,320.378,886300,0.0,0.0
2018-04-24,322.186,323.284,299.273,307.243,1885000,0.0,0.0
2018-04-25,303.177,306.479,286.093,299.237,2144800,0.0,0.0
2018-04-26,301.378,305.768,294.855,300.442,1367200,0.0,0.0
2018-04-27,299.579,299.911,288.63,289.548,1474100,0.0,0.0
2018-04-30,290.636,293.74,289.098,289.719,1100100,0.0,0.0
2018-05-01,289.871,290.348,272.005,276.386,3286300,0.0,0.0
2018-05-02,276.386,283.943,274.587,276.332,2165000,0.0,0.0
2018-05-03,275.198,287.541,273.516,283.997,1988900,0.0,0.0
2018-05-04,281.973,283.592,280.272,282.351,993600,0.0,0.0
2018-05-07,283.943,287.317,282.737,285.301,1173200,0.0,0.0
2018-05-08,287.308,297.078,286.327,296.223,2055500,0.0,0.0
2018-05-09,297.051,298.346,293.461,294.712,1169400,0.0,0.0
2018-05-10,296.52,297.321,293.101,293.65,1230000,0.0,0.0
2018-05-11,293.866,294.136,291.824,292.651,826800,0.0,0.0
2018-05-14,292.525,292.921,286.156,286.732,1192600,0.0,0.0
2018-05-15,285.499,290.897,284.618,287.856,1249500,0.0,0.0
2018-05-16,289.521,292.31,288.063,288.927,982500,0.0,0.0
2018-05-17,288.909,293.047,288.477,291.95,1013500,0.0,0.0
2018-05-18,292.516,297.141,292.391,295.998,1185500,0.0,0.0
2018-05-21,297.518,299.516,295.917,298.103,735000,0.0,0.0
2018-05-22,297.015,297.015,290.753,291.932,1557200,0.0,0.0
2018-05-23,290.663,295.404,289.844,295.287,825300,0.0,0.0
2018-05-24,295.08,300.073,294.262,299.408,1388500,0.0,0.0
2018-05-25,299.578,300.415,297.033,298.616,1047100,0.0,0.0
2018-05-29,297.006,298.247,291.23,293.713,1062500,0.0,0.0
2018-05-30,295.143,298.679,293.011,298.292,733100,0.0,0.0
2018-05-31,297.006,298.49,293.821,294.406,2126400,0.0,0.0
2018-06-01,295.841,298.144,295.841,297.963,883800,1.2,0.0
2018-06-04,297.972,300.835,297.331,300.51,684700,0.0,0.0
2018-06-05,300.979,301.069,296.555,297.241,867900,0.0,0.0
2018-06-06,300.148,304.519,300.148,302.686,1358800,0.0,0.0
2018-06-07,303.995,307.128,303.706,305.259,748600,0.0,0.0
2018-06-08,306.072,306.279,303.516,305.765,848900,0.0,0.0
2018-06-11,305.647,306.857,301.421,301.909,863500,0.0,0.0
2018-06-12,303.309,303.309,295.435,297.385,1223800,0.0,0.0
2018-06-13,297.223,299.101,294.956,296.004,928900,0.0,0.0
2018-06-14,296.184,297.972,290.306,291.254,1135400,0.0,0.0
2018-06-15,291.254,292.482,287.868,290.315,1540200,0.0,0.0
2018-06-18,289.665,292.049,288.997,291.128,932700,0.0,0.0
2018-06-19,287.877,289.593,282.64,283.381,1118000,0.0,0.0
2018-06-20,283.823,284.518,281.322,281.791,999900,0.0,0.0
2018-06-21,280.771,283.426,277.439,283.029,1650800,0.0,0.0
2018-06-22,284.428,285.755,281.178,281.773,900800,0.0,0.0
2018-06-25,279.363,284.365,279.019,283.272,1240800,0.0,0.0
2018-06-26,283.679,284.555,279.038,279.317,1127100,0.0,0.0
